,Utility,Utility_sampled,w0,w1
0,0.0,194.75315169651302,0.014743209941968996,0.9852567900580309
1,202.70758626296578,203.61942243341733,0.014743209941968996,0.9852567900580309
2,222.77684275956818,221.85130234230127,0.014743209941968996,0.9852567900580309
3,223.13684375172716,221.85130234230127,0.014743209941968996,0.9852567900580309
4,224.80814766438627,221.85130234230127,0.014743209941968996,0.9852567900580309
5,234.99194452438385,221.85130234230127,0.014743209941968996,0.9852567900580309
6,236.29342472416468,221.85130234230127,0.014743209941968996,0.9852567900580309
7,236.31495185579345,221.85130234230127,0.014743209941968996,0.9852567900580309
8,236.34778910133508,221.85130234230127,0.014743209941968996,0.9852567900580309
9,236.3664631838865,221.85130234230127,0.014743209941968996,0.9852567900580309
10,229.9864691932117,221.85130234230127,0.014743209941968996,0.9852567900580309
11,247.29524355970872,246.49182344136625,0.014743209941968996,0.9852567900580309
12,262.7466642458303,249.33678240621373,0.014743209941968996,0.9852567900580309
13,265.3311336869375,249.33678240621373,0.014743209941968996,0.9852567900580309
14,292.4801186222569,287.8654216556211,0.014743209941968996,0.9852567900580309
15,290.904858602017,287.8654216556211,0.014743209941968996,0.9852567900580309
16,298.1196554680843,287.8654216556211,0.014743209941968996,0.9852567900580309
17,308.5414624005757,287.8654216556211,0.014743209941968996,0.9852567900580309
18,307.13552817518064,287.8654216556211,0.014743209941968996,0.9852567900580309
19,308.2418780034037,287.8654216556211,0.014743209941968996,0.9852567900580309
20,308.05361223682803,287.8654216556211,0.014743209941968996,0.9852567900580309
21,308.0922837800471,287.8654216556211,0.014743209941968996,0.9852567900580309
22,308.4814762856171,287.8654216556211,0.014743209941968996,0.9852567900580309
23,308.6345200762276,287.8654216556211,0.014743209941968996,0.9852567900580309
