,Hypervolume
0,2.0250000000000004
1,2.0403462678814006
2,2.0397821020418587
3,2.025806734154883
4,2.364840340034482
5,2.5067587514686402
6,2.541036574884159
7,2.847408059127726
8,2.8903408540648607
9,2.978861264347616
10,3.148949049433024
11,3.168901244287147
12,3.1259384971980815
13,3.1252658122112207
14,3.2296922447733505
15,3.2296625903982896
16,3.2268576247972955
17,3.226086165784605
18,3.225349539147312
19,3.2459133245223275
20,3.2436277360713675
21,3.2980377860402887
22,3.2521531169789664
23,3.2639203663774508
