,Hypervolume
0,1.8868162728334528
1,1.8589038609800124
2,1.913235449664463
3,1.8560486569340864
4,2.450066431473992
5,2.421547838406937
6,2.454434144884546
7,2.570631488281519
8,3.0805912785667844
9,3.114575292518958
10,3.1215323772409254
11,2.9864399468121823
12,2.59782547091688
13,2.59782547091688
14,2.9853232777000724
15,2.9866824306629347
16,3.011750688286862
17,3.1472349382394045
18,3.1484478479110014
19,3.1501839089769543
20,3.151370127179142
21,3.151958945854652
22,2.8147408245571066
23,3.1785610241489004
