,Hypervolume
0,1.8962404926885044
1,1.8384253145549314
2,1.8427897814779728
3,2.5535134168215037
4,2.5535134168215037
5,2.5535134168215037
6,2.676806130554432
7,2.782832613728962
8,2.7976826763414993
9,2.7971718254927964
10,2.800865777606459
11,2.8037971192734537
12,2.806161632210727
13,2.8079053393895768
14,2.821748080828506
15,2.822314180426371
16,3.060141231654642
17,3.1889100990669372
18,3.0908366444822777
19,3.2643409523827533
20,3.428020801684219
21,3.428124432063385
22,3.428177663972327
23,3.429470213395526
