,Hypervolume
0,1.2381166887855601
1,1.2972127994237321
2,1.4413860890648746
3,2.137987290132943
4,2.3762185687193784
5,2.377673847779674
6,2.6311894358597825
7,2.4478794972905793
8,2.4533944390170324
9,2.7279241581211675
10,2.4805966942886495
11,2.763391756827566
12,2.769143312426654
13,2.4981240825207585
14,2.8185939494869547
15,2.8047367536518224
16,2.5428044101071134
17,2.624622094496469
18,2.871521612166544
19,2.716863869226433
20,3.2142187062533045
21,3.147560163838271
22,3.282863275844823
23,3.4087603839140592
