,Hypervolume
0,2.0526257581375247
1,2.0250000000000004
2,2.050492575447538
3,2.0250000000000004
4,2.2315841156221956
5,2.4106810659578866
6,2.4881513194597433
7,2.7427549411906433
8,2.848010597035742
9,2.9501160054363216
10,2.9436718328697644
11,2.968126822462936
12,2.9839405751485195
13,2.981793027475936
14,2.98119867710961
15,2.980435704583046
16,2.979800106883685
17,2.975281344055791
18,2.975281344055791
19,2.9925191584555337
20,2.994439554501514
21,2.99424491670789
22,3.133235390285294
23,3.1642478191752943
