,Hypervolume
0,6004.902832806612
1,6011.944219058623
2,6102.577719624469
3,6104.451033309919
4,6118.990416001903
5,6120.212419816909
6,6220.2594992812255
7,6229.217606598653
8,6232.207229610178
9,6232.839550487993
10,6260.2776893355895
11,6260.771815839302
