,Utility,Utility_sampled,Best_Utility
0,-1.7965404469620776,-1.4801285539254987,-0.43670406237145926
1,-0.9916391496148255,-0.9916391496148255,-0.43670406237145926
2,-0.7798753404825505,-0.7798753404825505,-0.43670406237145926
3,-0.6355865208208491,-0.6355865208208491,-0.43670406237145926
4,-5.180989030035973,-0.6355865208208491,-0.43670406237145926
5,-0.5813707426668813,-0.5813707426668813,-0.43670406237145926
6,-0.5169599934025698,-0.5169599934025698,-0.43670406237145926
7,-0.6652423301458908,-0.5169599934025698,-0.43670406237145926
8,-1.4642788315553534,-0.5169599934025698,-0.43670406237145926
9,-3.572147175344393,-0.5169599934025698,-0.43670406237145926
10,-2.651880960636086,-0.5169599934025698,-0.43670406237145926
11,-0.6039409565137509,-0.5169599934025698,-0.43670406237145926
12,-3.5756001065895475,-0.5169599934025698,-0.43670406237145926
13,-0.8970045211725035,-0.5169599934025698,-0.43670406237145926
14,-0.48377472113096825,-0.48377472113096825,-0.43670406237145926
15,-0.9731836649664106,-0.48377472113096825,-0.43670406237145926
16,-1.231063904612137,-0.48377472113096825,-0.43670406237145926
17,-0.4567784787582459,-0.4567784787582459,-0.43670406237145926
18,-1.8359456494913333,-0.4567784787582459,-0.43670406237145926
19,-1.5680786324302953,-0.4567784787582459,-0.43670406237145926
20,-0.4444900835903504,-0.4444900835903504,-0.43670406237145926
21,-3.5124425551471457,-0.4444900835903504,-0.43670406237145926
22,-0.4409087322154722,-0.4409087322154722,-0.43670406237145926
23,-1.4506537861666493,-0.4409087322154722,-0.43670406237145926
