,Hypervolume
0,2.3979016310844075
1,2.419967149925165
2,2.366341257504245
3,2.4698328894737576
4,2.4405180667137825
5,2.3750782219539612
6,3.0095930143756084
7,3.0095930143756084
8,3.0095930143756084
9,3.0095930143756084
10,3.0095930143756084
11,3.021203342005453
12,3.0515712826362074
13,3.051571282636207
14,3.051571282636207
15,3.051571282636207
16,3.051571282636207
17,3.051571282636207
18,3.051571282636207
19,3.0853931943292974
20,3.085473324799914
21,3.103573805615224
22,3.1035738428421906
23,3.103573856483409
