,Hypervolume
0,1.8868162728334528
1,1.8868227534775543
2,1.8237096773225805
3,2.4903511516017813
4,2.4903511516017813
5,2.511834095109876
6,2.511834095109876
7,2.511834095109876
8,2.511834095109876
9,2.516587710788883
10,2.550377492411
11,2.5469823097112334
12,2.5317650529640074
13,2.5473804918566736
14,2.5317650529640074
15,2.5464548301749907
16,2.6216701350822276
17,2.621588972939735
18,2.6215692509870614
19,3.0071138519651908
20,2.620986705976282
21,2.621022322214637
22,2.621021993633451
23,2.623457052685948
