,Hypervolume
0,2.0331865510136913
1,2.0293348773286546
2,2.036573873586263
3,2.1140925926892287
4,2.219743684611604
5,2.174513952359061
6,2.1926639839499362
7,2.192675833525605
8,2.19267752988355
9,2.1814244019289424
10,2.209187145813537
11,2.4270940980533533
12,2.394099830446915
13,2.5153935936923784
14,2.5410491307225263
15,2.6334109192877513
16,2.633410767675119
17,2.6333174511556994
18,2.633317398674663
19,2.6320648461609677
20,2.632062628789844
21,2.6320626647032705
22,2.640615870576376
23,2.640615870534467
