,Hypervolume
0,2.1224018171830394
1,2.5224550643827452
2,2.5286665460409417
3,2.6541637410590373
4,2.6541637520323693
5,2.6286580586235684
6,2.6540234588914684
7,2.928924009682046
8,2.9355081847179494
9,2.9644238028218526
10,2.9644238028218526
11,2.9644238028218526
12,3.115774637047476
13,3.1034320446213983
14,3.153950668550621
15,3.155059963695175
16,3.1663605528412857
17,3.1671383323433426
18,3.167696704182378
19,3.1362141035613362
20,3.1687738208338048
21,3.1362141035613362
22,3.1691997974811823
23,3.176399800391467
