,Hypervolume
0,1.8962404926885044
1,2.0080318206321053
2,2.2640715522757433
3,2.347120665446163
4,2.3405437323726512
5,2.4373877154510963
6,2.4588094739214434
7,2.551918068552059
8,2.5589822897552224
9,2.5589822897552224
10,2.5589822897552224
11,2.558982289755223
12,2.629194973875119
13,2.614292832288573
14,2.630791942332813
15,2.6316115415855017
16,2.6317946311262648
17,2.6322345339057907
18,2.6531411104587628
19,2.6559302850224458
20,2.6525210409317577
21,2.6525210409317577
22,2.6525210409317577
23,2.6525210409317577
