,Hypervolume
0,2.702341039264881
1,2.808603678998454
2,2.805984720914436
3,2.805808338727329
4,2.810258579507378
5,2.850145354327785
6,2.850145354327785
7,2.850145354327785
8,2.850145354327785
9,2.853654797855509
10,2.8668523849793424
11,2.8753089966266745
12,2.8753067796850433
13,2.9048297101349956
14,2.9048297101349956
15,2.9048297101349956
16,2.9048297101349956
17,2.9048297101349956
18,2.9128305654597715
19,2.9048297101349956
20,2.9048297101349956
21,3.1024965104376743
22,3.1024965104376743
23,3.1024965104376743
