,Hypervolume
0,2.165052760548079
1,2.1650495926603743
2,2.4608459113948773
3,2.459997533190735
4,2.459272849182654
5,2.550588132360376
6,2.5515741162607113
7,2.5553930390140898
8,2.5563174508888338
9,2.6308526979940803
10,2.724302407910863
11,2.8564695817893826
12,2.8564695817893826
13,2.8565143409844778
14,2.8565182077446014
15,2.8577379681004658
16,2.859454008362201
17,2.8594540529849217
18,2.8594540606539303
19,2.859919904319354
20,2.8599199229271353
21,2.859919940542757
22,2.8567606009382915
23,2.856895336887784
