,Hypervolume
0,2.5249999979999997
1,2.5249999979999997
2,2.530805322624383
3,2.528137379770038
4,2.5249999979999997
5,2.539037442094469
6,2.5893543505384864
7,2.5908142733972093
8,2.5881241284288574
9,2.587906751380542
10,2.587906751380542
11,2.587906751380542
12,2.587906751380542
13,2.587906751380542
14,2.6446180179898384
15,2.6539773565857816
16,2.651377881366066
17,2.927646167963821
18,2.6786624965835553
19,3.0493362612302684
20,2.7998303361605235
21,3.0663550972596756
22,3.0663495110835846
23,3.078746033012287
