,Utility,Utility_sampled,Best_Utility
0,-1.7965404469620776,-1.4801285539254987,-0.43670433046631574
1,-1.0440115685141722,-1.0440115685141722,-0.43670433046631574
2,-1.4889780805182613,-1.0440115685141722,-0.43670433046631574
3,-0.8646904089569177,-0.8646904089569177,-0.43670433046631574
4,-2.214472492151643,-0.8646904089569177,-0.43670433046631574
5,-1.3792535131782877,-0.8646904089569177,-0.43670433046631574
6,-1.795003332263251,-0.8646904089569177,-0.43670433046631574
7,-1.1462813388589503,-0.8646904089569177,-0.43670433046631574
8,-0.9521709752947356,-0.8646904089569177,-0.43670433046631574
9,-1.0249260393594666,-0.8646904089569177,-0.43670433046631574
10,-1.2947170119431939,-0.8646904089569177,-0.43670433046631574
11,-1.4105499937017274,-0.8646904089569177,-0.43670433046631574
