,Utility_sampled,Utility,Best_Utility
0,0.054648528843343,0.04888275208994253,0.12066393667727632
1,0.07953796628152629,0.07953796628152629,0.12066393667727632
2,0.10430601914763254,0.10430601914763254,0.12066393667727632
3,0.11930442876444244,0.11930442876444244,0.12066393667727632
4,0.11269295749551905,0.11269295749551905,0.12066393667727632
5,0.11269295749551905,0.09145761529167404,0.12066393667727632
6,0.11269295749551905,0.07220405677759972,0.12066393667727632
7,0.11269295749551905,0.08132202155450353,0.12066393667727632
8,0.11269295749551905,0.1184558672149412,0.12066393667727632
9,0.1153102569063921,0.1153102569063921,0.12066393667727632
10,0.11598340089688583,0.11598340089688583,0.12066393667727632
11,0.11598340089688583,3.3425009951585505e-17,0.12066393667727632
12,0.11598340089688583,0.09765504405601068,0.12066393667727632
13,0.11598340089688583,0.09481016505550745,0.12066393667727632
14,0.11598340089688583,0.09362851463594644,0.12066393667727632
15,0.11598340089688583,0.06890228046361069,0.12066393667727632
16,0.1153102569063921,0.08827822411020611,0.12066393667727632
17,0.11598340089688583,0.06316834330243576,0.12066393667727632
18,0.11598340089688583,0.11237324058659724,0.12066393667727632
19,0.11598340089688583,0.1040736311375468,0.12066393667727632
