,Utility_sampled,Utility,Best_Utility
0,-1.5406934818703062,-2.834165021810046,-0.3893731225350834
1,-1.307871257224344,-1.307871257224344,-0.3893731225350834
2,-1.307871257224344,-5.0,-0.3893731225350834
3,-0.3998063773293944,-0.3998063773293944,-0.3893731225350834
4,-0.3998063773293944,-0.6073182337191438,-0.3893731225350834
5,-0.3998063773293944,-0.5450160126707209,-0.3893731225350834
6,-0.3998063773293944,-4.813135210444674,-0.3893731225350834
7,-0.3998063773293944,-0.5530445485865123,-0.3893731225350834
8,-0.3998063773293944,-0.815921818157518,-0.3893731225350834
9,-0.3998063773293944,-0.5831556460574837,-0.3893731225350834
10,-0.3998063773293944,-0.474288114037716,-0.3893731225350834
11,-0.3998063773293944,-0.526898114581695,-0.3893731225350834
12,-0.3998063773293944,-0.6459775777217303,-0.3893731225350834
13,-0.3998063773293944,-0.4831930128954036,-0.3893731225350834
14,-0.3998063773293944,-0.6035528532963932,-0.3893731225350834
15,-0.3998063773293944,-0.7281298603895789,-0.3893731225350834
16,-0.3998063773293944,-4.36145343925085,-0.3893731225350834
17,-0.3998063773293944,-1.9559091964317705,-0.3893731225350834
18,-0.3998063773293944,-0.46093378537594326,-0.3893731225350834
19,-0.3998063773293944,-4.125479957786544,-0.3893731225350834
20,-0.3998063773293944,-5.643342514393114,-0.3893731225350834
21,-0.3998063773293944,-3.481591502573766,-0.3893731225350834
22,-0.3998063773293944,-0.4101238629668904,-0.3893731225350834
23,-0.3998063773293944,-0.4292419503033439,-0.3893731225350834
24,-0.3998063773293944,-0.4864993685189953,-0.3893731225350834
25,-0.3998063773293944,-0.5087325903509169,-0.3893731225350834
26,-0.3998063773293944,-3.6064092742575493,-0.3893731225350834
27,-0.3998063773293944,-0.4332312999286348,-0.3893731225350834
28,-0.3998063773293944,-3.0,-0.3893731225350834
29,-0.3998063773293944,-0.4332117552843059,-0.3893731225350834
30,-0.3998063773293944,-3.079559379478931,-0.3893731225350834
31,-0.3998063773293944,-7.182823026113531,-0.3893731225350834
32,-0.3998063773293944,-0.6369558006089435,-0.3893731225350834
33,-0.3998063773293944,-0.9589070111935558,-0.3893731225350834
