,Utility,Utility_sampled,Best_Utility,w0,w1
0,25.394822322095482,25.4757850372132,26.15983272796046,0.3311371231387713,0.6688628768612287
1,25.452054575428267,25.4757850372132,26.15983272796046,0.3311371231387713,0.6688628768612287
2,25.701460757803943,25.52699135830462,26.15983272796046,0.3311371231387713,0.6688628768612287
3,25.681299899876123,25.52699135830462,26.15983272796046,0.3311371231387713,0.6688628768612287
4,25.69136275218329,25.52699135830462,26.15983272796046,0.3311371231387713,0.6688628768612287
5,26.0815928268577,26.13311629313098,26.15983272796046,0.3311371231387713,0.6688628768612287
6,26.118702772641278,26.13311629313098,26.15983272796046,0.3311371231387713,0.6688628768612287
7,26.119350700276758,26.13311629313098,26.15983272796046,0.3311371231387713,0.6688628768612287
8,26.11693726405444,26.13311629313098,26.15983272796046,0.3311371231387713,0.6688628768612287
9,26.11155261737781,26.13311629313098,26.15983272796046,0.3311371231387713,0.6688628768612287
10,26.12411038482721,26.13311629313098,26.15983272796046,0.3311371231387713,0.6688628768612287
11,26.127288689661626,26.13311629313098,26.15983272796046,0.3311371231387713,0.6688628768612287
12,26.11697238264948,26.13311629313098,26.15983272796046,0.3311371231387713,0.6688628768612287
13,26.110306553051895,26.13311629313098,26.15983272796046,0.3311371231387713,0.6688628768612287
14,26.127878160672168,26.13311629313098,26.15983272796046,0.3311371231387713,0.6688628768612287
15,26.136742444324092,26.13311629313098,26.15983272796046,0.3311371231387713,0.6688628768612287
16,26.119307290444645,26.13311629313098,26.15983272796046,0.3311371231387713,0.6688628768612287
17,26.159373117878324,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
18,26.15934109802984,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
19,26.158466276498853,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
20,26.158622638128424,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
21,26.15712137902986,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
22,26.157183644610217,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
23,26.15666395964163,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
24,26.158170730248354,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
25,26.159097066782568,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
26,26.159105211715026,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
27,26.158189574985492,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
28,26.150987667401502,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
29,26.147030851709324,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
30,26.15797359123111,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
31,26.146283253091845,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
32,26.150417697793483,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
33,26.14652159165125,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
34,26.14633270182785,26.156541325589743,26.15983272796046,0.3311371231387713,0.6688628768612287
