,Utility_sampled,Utility,Best_Utility,Utility_sampled_all_front
0,-1.1214839846462672,-4.999393962172941,-0.05529350659854657,-1.1214839846462672
1,-1.1214839846462672,-1.5608732066415367,-0.05529350659854657,-1.1214839846462672
