,Utility,Utility_sampled,Best_Utility
0,-1.7965404469620776,-1.4801285539254987,-0.4367037061687695
1,-0.8864599599392498,-0.8864599599392498,-0.4367037061687695
2,-0.6648574002036683,-0.6648574002036683,-0.4367037061687695
3,-0.7812379295359463,-0.6648574002036683,-0.4367037061687695
4,-1.1538894865843405,-0.6648574002036683,-0.4367037061687695
5,-0.6679691489955507,-0.6648574002036683,-0.4367037061687695
6,-0.8272958886229406,-0.6648574002036683,-0.4367037061687695
7,-0.5711984067664246,-0.5711984067664246,-0.4367037061687695
8,-3.5756001065895475,-0.5711984067664246,-0.4367037061687695
9,-3.562795969611453,-0.5711984067664246,-0.4367037061687695
10,-0.8419559053363999,-0.5711984067664246,-0.4367037061687695
11,-0.5324177465978077,-0.5324177465978077,-0.4367037061687695
12,-0.8727728644750715,-0.5324177465978077,-0.4367037061687695
13,-0.9377044505693227,-0.5324177465978077,-0.4367037061687695
14,-0.7199736631093983,-0.5324177465978077,-0.4367037061687695
15,-5.322998678191347,-0.5324177465978077,-0.4367037061687695
16,-2.6577487350310665,-0.5324177465978077,-0.4367037061687695
17,-0.5492863177832152,-0.5324177465978077,-0.4367037061687695
18,-0.6513154493770201,-0.5324177465978077,-0.4367037061687695
19,-3.5124425551471457,-0.5324177465978077,-0.4367037061687695
20,-0.8912886457788444,-0.5324177465978077,-0.4367037061687695
21,-1.1036080644972757,-0.5324177465978077,-0.4367037061687695
22,-1.9515973919397216,-0.5324177465978077,-0.4367037061687695
23,-1.1413731615781202,-0.5324177465978077,-0.4367037061687695
24,-2.3842195620288194,-0.5324177465978077,-0.4367037061687695
25,-1.3571807776406213,-0.5324177465978077,-0.4367037061687695
26,-0.8292444909910803,-0.5324177465978077,-0.4367037061687695
27,-0.4939252154425203,-0.4939252154425203,-0.4367037061687695
28,-0.5646356697998132,-0.4939252154425203,-0.4367037061687695
29,-0.5363535572929499,-0.4939252154425203,-0.4367037061687695
30,-0.6046400852483256,-0.4939252154425203,-0.4367037061687695
31,-1.3120614068241179,-0.4939252154425203,-0.4367037061687695
32,-0.5498370490326943,-0.4939252154425203,-0.4367037061687695
33,-0.4679841623557428,-0.4679841623557428,-0.4367037061687695
34,-0.9080305794931561,-0.4679841623557428,-0.4367037061687695
35,-1.4506537861666493,-0.4679841623557428,-0.4367037061687695
36,-0.4897482216789229,-0.4679841623557428,-0.4367037061687695
37,-1.4048000239588538,-0.4679841623557428,-0.4367037061687695
38,-0.585234416995257,-0.4679841623557428,-0.4367037061687695
39,-0.6936256249106,-0.4679841623557428,-0.4367037061687695
40,-1.224722258854672,-0.4679841623557428,-0.4367037061687695
41,-0.5663877614860454,-0.4679841623557428,-0.4367037061687695
42,-3.0592108383786982,-0.4679841623557428,-0.4367037061687695
43,-1.281169014615414,-0.4679841623557428,-0.4367037061687695
44,-3.418590309973478,-0.4679841623557428,-0.4367037061687695
45,-2.7068342096006943,-0.4679841623557428,-0.4367037061687695
46,-0.46653211949085766,-0.46653211949085766,-0.4367037061687695
47,-0.802848433842277,-0.46653211949085766,-0.4367037061687695
48,-1.270098441793861,-0.46653211949085766,-0.4367037061687695
49,-0.8803595274041478,-0.46653211949085766,-0.4367037061687695
50,-0.9861799647185217,-0.46653211949085766,-0.4367037061687695
51,-1.0292504620363787,-0.46653211949085766,-0.4367037061687695
52,-1.0561706292922228,-0.46653211949085766,-0.4367037061687695
53,-2.0464502949453687,-0.46653211949085766,-0.4367037061687695
54,-0.7160969164889949,-0.46653211949085766,-0.4367037061687695
55,-0.7971033622774903,-0.46653211949085766,-0.4367037061687695
56,-1.3370765783221792,-0.46653211949085766,-0.4367037061687695
57,-0.6250706890824722,-0.46653211949085766,-0.4367037061687695
58,-0.672235813640643,-0.46653211949085766,-0.4367037061687695
59,-1.9148228670241947,-0.46653211949085766,-0.4367037061687695
60,-0.5000167485338637,-0.46653211949085766,-0.4367037061687695
61,-0.4600762946672401,-0.4600762946672401,-0.4367037061687695
62,-0.5358931779239748,-0.4600762946672401,-0.4367037061687695
63,-0.4586801240702585,-0.4586801240702585,-0.4367037061687695
64,-0.7730535909382694,-0.4586801240702585,-0.4367037061687695
65,-1.0769407929283086,-0.4586801240702585,-0.4367037061687695
66,-0.5473607732718165,-0.4586801240702585,-0.4367037061687695
67,-0.5785942551917556,-0.4586801240702585,-0.4367037061687695
68,-1.0765237644994567,-0.4586801240702585,-0.4367037061687695
69,-0.6792551284926556,-0.4586801240702585,-0.4367037061687695
70,-1.0727654620315672,-0.4586801240702585,-0.4367037061687695
71,-3.9167318398649424,-0.4586801240702585,-0.4367037061687695
72,-0.862938537274505,-0.4586801240702585,-0.4367037061687695
73,-0.5260148803741885,-0.4586801240702585,-0.4367037061687695
74,-0.7048810518947166,-0.4586801240702585,-0.4367037061687695
75,-0.5305097191695034,-0.4586801240702585,-0.4367037061687695
76,-0.9510019406149196,-0.4586801240702585,-0.4367037061687695
77,-0.4741238803317881,-0.4586801240702585,-0.4367037061687695
78,-0.5060044701613582,-0.4586801240702585,-0.4367037061687695
79,-2.1175177806260757,-0.4586801240702585,-0.4367037061687695
80,-1.1026531284254941,-0.4586801240702585,-0.4367037061687695
81,-3.031521802204362,-0.4586801240702585,-0.4367037061687695
82,-0.6126901479424587,-0.4586801240702585,-0.4367037061687695
83,-3.8252560310899466,-0.4586801240702585,-0.4367037061687695
84,-0.7474402457554726,-0.4586801240702585,-0.4367037061687695
85,-0.5114332159466175,-0.4586801240702585,-0.4367037061687695
86,-0.9003403188901373,-0.4586801240702585,-0.4367037061687695
87,-0.8845063288333557,-0.4586801240702585,-0.4367037061687695
88,-0.4624676765592358,-0.4586801240702585,-0.4367037061687695
89,-0.76171864413019,-0.4586801240702585,-0.4367037061687695
90,-0.6820597290134722,-0.4586801240702585,-0.4367037061687695
91,-0.516848186243838,-0.4586801240702585,-0.4367037061687695
92,-0.5846374387648988,-0.4586801240702585,-0.4367037061687695
93,-1.1319835722549787,-0.4586801240702585,-0.4367037061687695
94,-0.671757847773399,-0.4586801240702585,-0.4367037061687695
95,-0.8133811991827028,-0.4586801240702585,-0.4367037061687695
96,-0.6847873881838924,-0.4586801240702585,-0.4367037061687695
97,-0.635509310401828,-0.4586801240702585,-0.4367037061687695
98,-0.6463060714662484,-0.4586801240702585,-0.4367037061687695
