,Utility_sampled,Utility,Best_Utility
0,-1.2902939719860704,-1.2902939719860704,-0.836002388786495
1,-1.2902939719860704,-2.6547656880995207,-0.836002388786495
2,-1.2902939719860704,-1.8892044207114576,-0.836002388786495
3,-1.2902939719860704,-2.2601832035221974,-0.836002388786495
4,-1.2902939719860704,-2.218457897126824,-0.836002388786495
5,-1.2902939719860704,-2.1417094440002593,-0.836002388786495
6,-1.2902939719860704,-2.351675759007012,-0.836002388786495
7,-1.2902939719860704,-4.336454433713413,-0.836002388786495
8,-1.2902939719860704,-3.1267715759592596,-0.836002388786495
9,-1.2902939719860704,-1.5276180680087468,-0.836002388786495
10,-1.2902939719860704,-1.3957401209443083,-0.836002388786495
11,-1.2902939719860704,-1.4898628306774893,-0.836002388786495
12,-1.2902939719860704,-1.647710263873171,-0.836002388786495
13,-1.2902939719860704,-1.5656358641646708,-0.836002388786495
14,-1.2902939719860704,-3.0,-0.836002388786495
15,-1.2902939719860704,-1.3295230352165208,-0.836002388786495
16,-1.2902939719860704,-1.4446910157486659,-0.836002388786495
17,-1.2902939719860704,-1.3541404055610256,-0.836002388786495
18,-1.2902939719860704,-1.651391387878643,-0.836002388786495
19,-1.2902939719860704,-3.700489222661417,-0.836002388786495
20,-1.2902939719860704,-1.5286182568740196,-0.836002388786495
21,-1.2902939719860704,-3.2161397797697484,-0.836002388786495
