,Utility_sampled,Utility,Best_Utility,Utility_sampled_all_front
0,0.14516119913868608,0.14516119913868608,0.22833784684222116,0.14516119913868608
1,0.16142344420906435,0.16142344420906435,0.22833784684222116,0.16142344420906435
2,0.16142344420906435,0.1932765540400786,0.22833784684222116,0.1932765540400786
3,0.17860409970350558,0.17860409970350558,0.22833784684222116,0.1932765540400786
4,0.17860409970350558,0.09983415928392947,0.22833784684222116,0.1932765540400786
5,0.17860409970350558,0.14229376894348408,0.22833784684222116,0.1932765540400786
6,0.17860409970350558,0.11108145588800865,0.22833784684222116,0.1932765540400786
7,0.17860409970350558,0.10305222776676128,0.22833784684222116,0.1932765540400786
8,0.17860409970350558,0.10191215871486316,0.22833784684222116,0.1932765540400786
9,0.17860409970350558,0.14877956244599505,0.22833784684222116,0.1932765540400786
10,0.17860409970350558,0.18308818699039048,0.22833784684222116,0.1932765540400786
11,0.18308818699039048,0.171193396136026,0.22833784684222116,0.1932765540400786
12,0.17860409970350558,0.0694893751941442,0.22833784684222116,0.1932765540400786
13,0.17860409970350558,0.15309040809503044,0.22833784684222116,0.1932765540400786
14,0.17860409970350558,0.1256943988826449,0.22833784684222116,0.1932765540400786
15,0.17860409970350558,0.10061711166641042,0.22833784684222116,0.1932765540400786
16,0.17860409970350558,0.21040095155389382,0.22833784684222116,0.21040095155389382
17,0.17860409970350558,0.16387286079516125,0.22833784684222116,0.21040095155389382
18,0.17860409970350558,0.06406446150765117,0.22833784684222116,0.21040095155389382
19,0.17860409970350558,0.12206852917253765,0.22833784684222116,0.21040095155389382
