,Utility,Utility_sampled,Best_Utility,w0,w1
0,-1.0399645430584303,-1.221182838682461,-0.40550823771622796,0.2544015113621387,0.7455984886378614
1,-1.079251169542195,-1.221182838682461,-0.40550823771622796,0.2544015113621387,0.7455984886378614
2,-1.0297073765755123,-1.155288099083899,-0.40550823771622796,0.2544015113621387,0.7455984886378614
3,-1.021840341955985,-1.1348070197802154,-0.40550823771622796,0.2544015113621387,0.7455984886378614
4,-1.1417939683745866,-1.1348070197802154,-0.40550823771622796,0.2544015113621387,0.7455984886378614
5,-1.1157328485051383,-1.1348070197802154,-0.40550823771622796,0.2544015113621387,0.7455984886378614
6,-1.0236046687417286,-1.1348070197802154,-0.40550823771622796,0.2544015113621387,0.7455984886378614
7,-1.019673635738756,-1.1348070197802154,-0.40550823771622796,0.2544015113621387,0.7455984886378614
8,-1.0317307782812586,-1.1348070197802154,-0.40550823771622796,0.2544015113621387,0.7455984886378614
9,-0.44268136041933254,-0.5900833485403134,-0.40550823771622796,0.2544015113621387,0.7455984886378614
10,-0.5838789364988095,-0.48107572926661596,-0.40550823771622796,0.2544015113621387,0.7455984886378614
11,-0.4825353461788045,-0.48107572926661596,-0.40550823771622796,0.2544015113621387,0.7455984886378614
12,-0.8682478491736508,-0.48107572926661596,-0.40550823771622796,0.2544015113621387,0.7455984886378614
13,-0.43966488439706664,-0.48107572926661596,-0.40550823771622796,0.2544015113621387,0.7455984886378614
14,-0.4367114036623085,-0.48107572926661596,-0.40550823771622796,0.2544015113621387,0.7455984886378614
