,Utility_sampled,Utility,Best_Utility
0,-2.1069790191394207,-4.336454433713413,-0.8373871841397557
1,-2.1069790191394207,-4.224659150951527,-0.8373871841397557
2,-2.1069790191394207,-3.310845798541306,-0.8373871841397557
3,-1.60511386144281,-1.60511386144281,-0.8373871841397557
4,-1.60511386144281,-2.344323627760659,-0.8373871841397557
5,-1.0559687106326572,-1.0559687106326572,-0.8373871841397557
6,-1.0559687106326572,-1.499898200638454,-0.8373871841397557
7,-1.0559687106326572,-6.502455871165709,-0.8373871841397557
8,-1.0559687106326572,-4.833221459647252,-0.8373871841397557
9,-1.0559687106326572,-2.0089728849683066,-0.8373871841397557
10,-1.0559687106326572,-2.524379397223349,-0.8373871841397557
11,-1.0559687106326572,-1.4316330467158815,-0.8373871841397557
