,Utility_sampled,Utility,Best_Utility
0,-1.5406934818703062,-2.834165021810046,-0.38941807106127746
1,-1.5381765173274795,-1.5381765173274795,-0.38941807106127746
2,-0.5671725831709729,-0.5671725831709729,-0.38941807106127746
3,-0.5671725831709729,-5.0,-0.38941807106127746
4,-0.5671725831709729,-4.813135210444674,-0.38941807106127746
5,-0.4521347687763467,-0.4521347687763467,-0.38941807106127746
6,-0.4521347687763467,-0.6451606813326991,-0.38941807106127746
7,-0.4521347687763467,-4.34915008198201,-0.38941807106127746
8,-0.4521347687763467,-0.5231442719583808,-0.38941807106127746
9,-0.4521347687763467,-0.8998726902140615,-0.38941807106127746
10,-0.4521347687763467,-0.6773107360774144,-0.38941807106127746
11,-0.4521347687763467,-1.1832436527555976,-0.38941807106127746
12,-0.4521347687763467,-1.5758381513629507,-0.38941807106127746
13,-0.4521347687763467,-0.5768267652127456,-0.38941807106127746
14,-0.4521347687763467,-1.624359625629641,-0.38941807106127746
15,-0.4469376156690148,-0.4469376156690148,-0.38941807106127746
16,-0.4469376156690148,-5.552091436043846,-0.38941807106127746
17,-0.4469376156690148,-0.4774730497297289,-0.38941807106127746
18,-0.4469376156690148,-0.49567013795689685,-0.38941807106127746
19,-0.4469376156690148,-0.5107675681348127,-0.38941807106127746
20,-0.4469376156690148,-3.8260523666229913,-0.38941807106127746
21,-0.4469376156690148,-0.5605472616505307,-0.38941807106127746
22,-0.4469376156690148,-0.49915726775891556,-0.38941807106127746
23,-0.4469376156690148,-0.5484986676226681,-0.38941807106127746
24,-0.43969608098587454,-0.43969608098587454,-0.38941807106127746
25,-0.43969608098587454,-0.4777659660216885,-0.38941807106127746
26,-0.43969608098587454,-0.5091054903044387,-0.38941807106127746
27,-0.42799219389668475,-0.42799219389668475,-0.38941807106127746
28,-0.42799219389668475,-3.257667436191406,-0.38941807106127746
29,-0.42799219389668475,-0.463131218478398,-0.38941807106127746
30,-0.42799219389668475,-3.5208025526625244,-0.38941807106127746
31,-0.41899830469669674,-0.41899830469669674,-0.38941807106127746
32,-0.41886568252584155,-0.41886568252584155,-0.38941807106127746
33,-0.41886568252584155,-3.0,-0.38941807106127746
34,-0.41886568252584155,-0.4198518144678142,-0.38941807106127746
35,-0.41886568252584155,-4.042940632566232,-0.38941807106127746
36,-0.41886568252584155,-3.5833375626760215,-0.38941807106127746
37,-0.4176228212004921,-0.4176228212004921,-0.38941807106127746
38,-0.41519614850945485,-0.41519614850945485,-0.38941807106127746
39,-0.4097655680572684,-0.4097655680572684,-0.38941807106127746
40,-0.4097655680572684,-1.7839667503583572,-0.38941807106127746
41,-0.4097655680572684,-3.0713914303253835,-0.38941807106127746
42,-0.4097655680572684,-0.4454776113322887,-0.38941807106127746
43,-0.4097655680572684,-7.401501337309095,-0.38941807106127746
44,-0.4097655680572684,-0.41533366270602434,-0.38941807106127746
45,-0.4097655680572684,-0.7000769682018206,-0.38941807106127746
46,-0.4097655680572684,-4.910824234292753,-0.38941807106127746
