,Hypervolume
0,0.0
1,31846.328030070992
2,34766.720673034004
3,36033.21843101272
4,37488.49107966174
5,39203.92919825157
6,39309.26757127091
7,40716.577834625066
8,43834.94105099274
9,48071.370931534795
10,52600.26283353295
11,57102.51721097698
12,58199.780944590384
13,62341.523010353376
14,62767.078615878316
15,62772.82781135099
16,63629.47000395503
17,63763.133473112
18,64334.44053583732
19,64315.80259321992
20,64799.31748847815
21,65283.03345560681
22,65284.148647769776
23,65458.5372742842
