,Hypervolume
0,0.0
1,37559.5017541983
2,45719.1769573799
3,46278.789525398926
4,56834.09887663844
5,58675.39413560624
6,60208.87881217062
7,62430.3590337567
8,64748.88821592237
9,64607.879636975806
10,65300.473911586145
11,65646.64185653195
12,65792.38281248452
13,66767.9331027254
14,66685.32356346576
15,66802.29845266214
16,67020.13375984321
17,67513.56514579957
18,67561.32841224142
19,67678.11148054028
20,67784.43881716386
21,67919.07913638109
22,68027.88362834662
23,68125.29139479954
