,Utility_sampled,Utility,Best_Utility,Utility_sampled_all_front
0,-1.2774562987087525,-2.3271457846330086,-0.20861149546041738,-1.2774562987087525
1,-1.2774562987087525,-4.631647859447742,-0.20861149546041738,-1.2774562987087525
