,Utility,Utility_sampled,w0,w1
0,158.21700218034488,152.13114521533873,0.9859862131506245,0.014013786849375551
1,158.21693331760576,152.13114521533873,0.9859862131506245,0.014013786849375551
2,210.69710020043377,192.1748453019884,0.9859862131506245,0.014013786849375551
3,208.16240500013097,192.1748453019884,0.9859862131506245,0.014013786849375551
4,208.6890857644039,192.1748453019884,0.9859862131506245,0.014013786849375551
5,229.60468715237243,192.1748453019884,0.9859862131506245,0.014013786849375551
6,244.288767384913,243.97028799560633,0.9859862131506245,0.014013786849375551
7,244.28875479605128,243.97028799560633,0.9859862131506245,0.014013786849375551
8,248.9015078719838,243.97028799560633,0.9859862131506245,0.014013786849375551
9,262.7173531416219,243.97028799560633,0.9859862131506245,0.014013786849375551
10,268.16445818534874,266.3602964322983,0.9859862131506245,0.014013786849375551
11,268.35211293146136,266.3602964322983,0.9859862131506245,0.014013786849375551
12,268.37066377021023,266.3602964322983,0.9859862131506245,0.014013786849375551
13,268.5077565059442,266.3602964322983,0.9859862131506245,0.014013786849375551
14,268.7473019082441,266.3602964322983,0.9859862131506245,0.014013786849375551
15,268.33225901709875,266.3602964322983,0.9859862131506245,0.014013786849375551
16,268.33226341602693,266.3602964322983,0.9859862131506245,0.014013786849375551
17,274.18646446532284,266.3602964322983,0.9859862131506245,0.014013786849375551
18,274.18641594720987,266.3602964322983,0.9859862131506245,0.014013786849375551
19,274.17685748015214,266.3602964322983,0.9859862131506245,0.014013786849375551
20,277.14373057630354,275.9764150319024,0.9859862131506245,0.014013786849375551
21,279.94183346056445,275.9764150319024,0.9859862131506245,0.014013786849375551
22,279.94118279603373,275.9764150319024,0.9859862131506245,0.014013786849375551
23,280.1808126184882,275.9764150319024,0.9859862131506245,0.014013786849375551
