,Utility_sampled,Utility,Best_Utility
0,-2.999999999999999,-3.221905314992079,-0.7751985052505662
1,-2.4898911032055477,-2.4898911032055477,-0.7751985052505662
2,-1.1226378163105488,-1.1226378163105488,-0.7751985052505662
3,-1.1226378163105488,-4.425394917262638,-0.7751985052505662
4,-1.1226378163105488,-2.300139798554451,-0.7751985052505662
5,-1.1226378163105488,-1.2822959672014058,-0.7751985052505662
6,-1.0371951593536262,-1.0371951593536262,-0.7751985052505662
7,-1.0371951593536262,-2.9999999999999987,-0.7751985052505662
8,-0.9175154637180049,-0.9175154637180049,-0.7751985052505662
9,-0.9175154637180049,-1.1406936866909516,-0.7751985052505662
10,-0.9175154637180049,-1.3032967445820558,-0.7751985052505662
11,-0.9175154637180049,-4.249505620067507,-0.7751985052505662
12,-0.9175154637180049,-1.1474938483522061,-0.7751985052505662
13,-0.9175154637180049,-1.497705141172694,-0.7751985052505662
14,-0.9175154637180049,-1.8081209292667555,-0.7751985052505662
15,-0.9175154637180049,-1.100227167103213,-0.7751985052505662
16,-0.9175154637180049,-1.0708887203798472,-0.7751985052505662
17,-0.8357436612828323,-0.8357436612828323,-0.7751985052505662
18,-0.7792304866861121,-0.7792304866861121,-0.7751985052505662
19,-0.7792304866861121,-0.8514943215172491,-0.7751985052505662
20,-0.7792304866861121,-0.8544680186093013,-0.7751985052505662
21,-0.7792304866861121,-0.8854815003977775,-0.7751985052505662
22,-0.7792304866861121,-4.886385436788793,-0.7751985052505662
23,-0.7792304866861121,-3.8273193798556058,-0.7751985052505662
24,-0.7792304866861121,-3.461474047640101,-0.7751985052505662
25,-0.7792304866861121,-1.892069830526948,-0.7751985052505662
26,-0.7792304866861121,-1.1118469912009632,-0.7751985052505662
27,-0.7792304866861121,-1.339108485289241,-0.7751985052505662
28,-0.7792304866861121,-2.3645531065991316,-0.7751985052505662
29,-0.7792304866861121,-3.065040335483557,-0.7751985052505662
30,-0.7792304866861121,-0.8941770739823365,-0.7751985052505662
31,-0.779129451710911,-0.779129451710911,-0.7751985052505662
32,-0.779129451710911,-0.7912445037078246,-0.7751985052505662
33,-0.779129451710911,-0.8220717642927802,-0.7751985052505662
34,-0.779129451710911,-3.1698229566004557,-0.7751985052505662
35,-0.779129451710911,-0.8795036879745153,-0.7751985052505662
36,-0.779129451710911,-6.813543449786052,-0.7751985052505662
37,-0.779129451710911,-3.660254395391575,-0.7751985052505662
38,-0.779129451710911,-0.797493745577882,-0.7751985052505662
39,-0.779129451710911,-0.8298288404908425,-0.7751985052505662
40,-0.779129451710911,-0.7993413329636215,-0.7751985052505662
41,-0.779129451710911,-0.8474350180660634,-0.7751985052505662
42,-0.779129451710911,-3.9327112975611667,-0.7751985052505662
43,-0.7770111513025039,-0.7770111513025039,-0.7751985052505662
44,-0.7770111513025039,-0.7812721641650057,-0.7751985052505662
45,-0.7770111513025039,-0.7894029269550599,-0.7751985052505662
46,-0.7770111513025039,-0.7884018241327129,-0.7751985052505662
47,-0.7770111513025039,-2.1566696572370616,-0.7751985052505662
48,-0.7770111513025039,-3.450782202098145,-0.7751985052505662
